employment,country,edlevel,orgsize,yearscode,yearscodepro,currency,comptotal,age,year,comptotal_usd,edvalue,employment_value,lower_bound_orgsize,upper_bound_orgsize
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,7,3,European Euro,52000.0,26,2019,61360.0,2,0,20,99
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,10,5,European Euro,64000.0,25,2019,75520.0,2,0,100,499
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1,8,5,European Euro,3700.0,28,2019,4366.0,2,0,1,10001
Employed full-time,United Kingdom,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,12,10,Pound sterling,48000.0,36,2019,65760.0,3,0,20,99
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,6,3,United States dollar,130000.0,24,2019,130000.0,0,0,20,99
"Independent contractor, freelancer, or self-employed",Botswana,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,7,3,United States dollar,50000.0,34,2019,50000.0,0,1,1,10001
Employed full-time,United States,Primary/elementary school,2-9 employees,16,8,United States dollar,,26,2019,,8,0,2,9
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,24,13,Pound sterling,178000.0,35,2019,243860.00000000003,0,0,10000,10001
Employed full-time,Germany,Some college/university study without earning a degree,10 to 19 employees,13,6,European Euro,36000.0,25,2019,42480.0,1,0,10,19
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,5,3,Pound sterling,50000.0,25,2019,68500.0,0,0,5000,9999
Employed full-time,Spain,"Other doctoral degree (Ph.D, Ed.D., etc.)",5000 to 9999 employees,7,3,European Euro,17000.0,24,2019,20060.0,5,0,5000,9999
Employed full-time,China,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,7,5,Chinese Yuan Renminbi,,29,2019,,2,0,20,99
Employed full-time,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,15,4,Swiss franc,130000.0,28,2019,141700.0,2,0,10000,10001
Employed part-time,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,7,3,Swiss franc,35000.0,24,2019,38150.0,0,2,2,9
Employed full-time,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,12,10,Australian dollar,95000.0,40,2019,72200.0,2,0,20,99
Employed full-time,Belgium,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,30,30,European Euro,80000.0,54,2019,94400.0,2,0,500,999
"Independent contractor, freelancer, or self-employed",Slovakia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1,15,7,European Euro,1300.0,29,2019,1534.0,2,1,1,10001
Employed full-time,Switzerland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5000 to 9999 employees,5,2,Swiss franc,100000.0,17,2019,109000.00000000001,3,0,5000,9999
Employed full-time,Lebanon,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,12,6,United States dollar,2900.0,31,2019,2900.0,2,0,100,499
Employed full-time,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,15,8,Japanese yen,650000.0,30,2019,5980.0,0,0,2,9
Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,14,8,Canadian dollar,95000.0,28,2019,76000.0,0,0,20,99
"Independent contractor, freelancer, or self-employed",Italy,"Other doctoral degree (Ph.D, Ed.D., etc.)",2-9 employees,30,20,European Euro,,48,2019,,5,1,2,9
Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,8,5,European Euro,78000.0,25,2019,92040.0,0,0,10000,10001
Employed full-time,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,10,2,United States dollar,25000.0,17,2019,25000.0,3,0,20,99
"Independent contractor, freelancer, or self-employed",Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2-9 employees,30,25,Australian dollar,80000.0,45,2019,60800.0,3,1,2,9
"Independent contractor, freelancer, or self-employed",United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,14,8,United States dollar,112.0,31,2019,112.0,2,1,2,9
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,25,25,United States dollar,,55,2019,,0,0,1,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,15,6,United States dollar,58000.0,40,2019,58000.0,0,0,20,99
Employed part-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,12,3,United States dollar,1500.0,23,2019,1500.0,2,2,2,9
Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,10,2,Pound sterling,30000.0,25,2019,41100.0,2,0,2,9
Employed full-time,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,9,3,European Euro,36000.0,24,2019,42480.0,0,0,100,499
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,20,15,United States dollar,80000.0,37,2019,80000.0,2,0,1000,4999
Employed full-time,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,35,25,Canadian dollar,105000.0,48,2019,84000.0,2,0,100,499
Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,8,4,European Euro,,27,2019,,0,0,10,19
Employed part-time,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,10,3,European Euro,3200.0,26,2019,3776.0,2,2,10,19
Employed full-time,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,3,Less than 1 year,European Euro,2500.0,29,2019,2950.0,0,0,2,9
"Independent contractor, freelancer, or self-employed",United States,Some college/university study without earning a degree,2-9 employees,20,18,United States dollar,120000.0,40,2019,120000.0,1,1,2,9
"Independent contractor, freelancer, or self-employed",United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1,45,40,United States dollar,,60,2019,,2,1,1,10001
Employed full-time,United States,Some college/university study without earning a degree,2-9 employees,19,19,United States dollar,118000.0,40,2019,118000.0,1,0,2,9
"Independent contractor, freelancer, or self-employed",United States,Some college/university study without earning a degree,1,14,8,United States dollar,200.0,28,2019,200.0,1,1,1,10001
Employed full-time,Spain,"Other doctoral degree (Ph.D, Ed.D., etc.)",20 to 99 employees,19,16,European Euro,,41,2019,,5,0,20,99
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",10000 or more employees,27,22,United States dollar,400000.0,51,2019,400000.0,5,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,7,3,United States dollar,88000.0,26,2019,88000.0,0,0,5000,9999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,4,4,United States dollar,50000.0,23,2019,50000.0,0,0,20,99
"Independent contractor, freelancer, or self-employed",United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,6,5,United States dollar,,28,2019,,0,1,1,10001
Employed full-time,Switzerland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5000 to 9999 employees,7,4,Swiss franc,1300.0,18,2019,1417.0,3,0,5000,9999
Employed full-time,New Zealand,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,23,20,United States dollar,110000.0,43,2019,110000.0,2,0,20,99
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",20 to 99 employees,3,3,United States dollar,60000.0,29,2019,60000.0,5,0,20,99
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,16,14,European Euro,50000.0,29,2019,59000.0,2,0,10,19
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",10000 or more employees,23,14,United States dollar,300000.0,34,2019,300000.0,5,0,10000,10001
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",10000 or more employees,11,9,United States dollar,58500.0,33,2019,58500.0,5,0,10000,10001
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,10,8,United States dollar,,35,2019,,2,0,20,99
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,20,8,United States dollar,124000.0,39,2019,124000.0,0,0,10000,10001
Employed full-time,Belgium,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,7,2,European Euro,,24,2019,,2,0,20,99
Employed full-time,United States,Some college/university study without earning a degree,100 to 499 employees,33,25,United States dollar,148333.0,40,2019,148333.0,1,0,100,499
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,11,10,United States dollar,150000.0,33,2019,150000.0,0,0,20,99
Employed full-time,United States,Some college/university study without earning a degree,10 to 19 employees,20,4,United States dollar,70000.0,37,2019,70000.0,1,0,10,19
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,34,27,European Euro,4100.0,53,2019,4838.0,2,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,36,30,United States dollar,195000.0,52,2019,195000.0,0,0,10,19
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,9,9,Pound sterling,65000.0,28,2019,89050.0,0,0,100,499
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,6,2,United States dollar,78000.0,30,2019,78000.0,0,0,10,19
Employed full-time,New Zealand,"Other doctoral degree (Ph.D, Ed.D., etc.)",100 to 499 employees,10,8,New Zealand dollar,95000.0,33,2019,69350.0,5,0,100,499
Employed full-time,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,22,20,European Euro,51000.0,40,2019,60180.0,0,0,2,9
Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,10,6,Australian dollar,95000.0,27,2019,72200.0,0,0,20,99
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,4,4,United States dollar,45000.0,30,2019,45000.0,2,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,15,6,United States dollar,10000.0,34,2019,10000.0,0,0,10,19
Employed full-time,Spain,"Professional degree (JD, MD, etc.)",100 to 499 employees,8,3,European Euro,1055.0,26,2019,1244.8999999999999,7,0,100,499
Employed full-time,Spain,Associate degree,100 to 499 employees,4,1,European Euro,18000.0,21,2019,21240.0,4,0,100,499
Employed full-time,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10000 or more employees,3,3,European Euro,50000.0,20,2019,59000.0,3,0,10000,10001
"Independent contractor, freelancer, or self-employed",United States,Some college/university study without earning a degree,2-9 employees,10,6,United States dollar,275000.0,21,2019,275000.0,1,1,2,9
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,4,3,United States dollar,72000.0,34,2019,72000.0,2,0,1000,4999
"Independent contractor, freelancer, or self-employed",Zimbabwe,Some college/university study without earning a degree,1,5,5,United States dollar,,28,2019,,1,1,1,10001
Employed part-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1000 to 4999 employees,10,4,European Euro,500.0,27,2019,590.0,0,2,1000,4999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,14,11,United States dollar,130000.0,38,2019,130000.0,0,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,9,5,United States dollar,,28,2019,,0,0,20,99
Employed full-time,Slovenia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,24,12,European Euro,2800.0,34,2019,3304.0,0,0,2,9
Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,14,5,European Euro,,28,2019,,2,0,10000,10001
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1,4,2,United States dollar,72432.0,43,2019,72432.0,2,0,1,10001
Employed full-time,United Kingdom,Some college/university study without earning a degree,1000 to 4999 employees,12,12,Pound sterling,,28,2019,,1,0,1000,4999
Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,3,5,United States dollar,4912.0,26,2019,4912.0,0,0,100,499
Employed full-time,Slovenia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,8,Less than 1 year,European Euro,1100.0,25,2019,1298.0,2,0,100,499
"Independent contractor, freelancer, or self-employed",Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,25,25,Canadian dollar,140000.0,42,2019,112000.0,0,1,10000,10001
Employed full-time,United States,Some college/university study without earning a degree,500 to 999 employees,9,5,United States dollar,96000.0,29,2019,96000.0,1,0,500,999
Employed full-time,Canada,"Other doctoral degree (Ph.D, Ed.D., etc.)",500 to 999 employees,20,16,Canadian dollar,,36,2019,,5,0,500,999
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,8,3,Pound sterling,32000.0,23,2019,43840.0,0,0,10000,10001
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,10,5,European Euro,,28,2019,,2,0,100,499
Employed full-time,United States,Some college/university study without earning a degree,20 to 99 employees,16,8,United States dollar,115000.0,32,2019,115000.0,1,0,20,99
Employed part-time,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,30,28,Swiss franc,150000.0,59,2019,163500.0,0,2,5000,9999
Employed full-time,Germany,Some college/university study without earning a degree,10000 or more employees,3,3,European Euro,57000.0,32,2019,67260.0,1,0,10000,10001
Employed full-time,Serbia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,11,1,European Euro,1336.0,26,2019,1576.48,0,0,5000,9999
Employed part-time,United States,Some college/university study without earning a degree,10 to 19 employees,3,2,United States dollar,208.0,24,2019,208.0,1,2,10,19
Employed full-time,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,26,22,European Euro,,49,2019,,0,0,10,19
"Independent contractor, freelancer, or self-employed",Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,5,3,United States dollar,,17,2019,,3,1,1,10001
Employed full-time,Lithuania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,10,5,European Euro,3600.0,25,2019,4248.0,0,0,20,99
Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,10,4,European Euro,50000.0,25,2019,59000.0,0,0,10000,10001
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,9,1,European Euro,3600.0,27,2019,4248.0,2,0,2,9
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,4,2,United States dollar,72000.0,25,2019,72000.0,0,0,1,10001
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,30,25,United States dollar,150000.0,50,2019,150000.0,2,0,20,99
Employed full-time,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,20,11,European Euro,,37,2019,,3,0,20,99
Employed full-time,United States,Some college/university study without earning a degree,100 to 499 employees,8,3,United States dollar,80000.0,24,2019,80000.0,1,0,100,499
Employed full-time,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,16,7,European Euro,35000.0,31,2019,41300.0,2,0,10,19
Employed full-time,United States,Associate degree,10000 or more employees,47,25,United States dollar,135000.0,64,2019,135000.0,4,0,10000,10001
Employed full-time,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,15,10,Australian dollar,,34,2019,,2,0,1000,4999
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,5,5,United States dollar,180000.0,33,2019,180000.0,2,0,20,99
Employed full-time,United States,Associate degree,100 to 499 employees,6,2,United States dollar,65000.0,29,2019,65000.0,4,0,100,499
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,37,25,United States dollar,260000.0,49,2019,260000.0,2,0,100,499
